web-scraper-order,web-scraper-start-url,Product_Name,Product_Price,Product_Sold
"1713627386-1048","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Tombol On Off Volume Vivo Y91 Original Switch Power Button","Rp8.600","673 Terjual"
"1713627386-1049","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Display LUB Redmi Note 5A Lampu Light Backlight Xiaomi Original Tested","Rp13.300","1RB Terjual"
"1713627386-1050","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Redmi 8 9 9A 9C 10  Xiaomi Kaca Touchscreen LCD Layar Sentuh Depan Touch","Rp18.200Rp18.600-2%","558 Terjual"
"1713627386-1051","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC RF 77643-31 Original New Tested 7764331 Pa Sinyal","Rp43.600","202 Terjual"
"1713627386-1052","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Oppo F11 Kaca Touchscreen LCD Layar Sentuh","Rp18.600","92 Terjual"
"1713627386-1053","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charger U6300 U2 Original New Tested Cas Charging 1612a1","Rp38.300","478 Terjual"
"1713627386-1054","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Lcd Redmi Note 10 4G 10S Flex Fleksibel Penyambung Layar","Rp38.400","159 Terjual"
"1713627386-1055","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Lampu BY Redmi 9A Original New Tested Xiaomi Light 9 Pins Display","Rp16.600","833 Terjual"
"1713627386-1056","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Lcd Redmi Note 7 Original Tested New Connector Xiaomi Layar Socket","Rp16.300","551 Terjual"
"1713627386-1057","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Volume Oppo A1K Realme C2 Tombol Switch Vol","Rp9.300","83 Terjual"
"1713627386-1058","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca J330 J3 Pro Samsung Kaca Touchscreen LCD Layar Sentuh","Rp18.600","252 Terjual"
"1713627386-1059","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Vivo Y12i Y12 i Kaca Touchscreen LCD Layar Sentuh Touch","Rp18.600","121 Terjual"
"1713627386-1060","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Papan Connector Charger Redmi 3S Konektor Cas Xiaomi Flexible","Rp11.600","95 Terjual"
"1713627386-1061","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Redmi 9C Xiaomi Lensa Camera Belakang Lens","Rp13.600","246 Terjual"
"1713627386-1062","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Pocophone F1 Kaca Touchscreen LCD Layar Sentuh","Rp18.600","135 Terjual"
"1713627386-1063","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kawat Pemisah Lcd Touchscreen 0.10 MM","Rp22.600","188 Terjual"
"1713627386-1064","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Ip0ne X Tanpa Ring Camera Lensa Lens Lense","Rp12.500","361 Terjual"
"1713627386-1065","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Lensa Kamera Vivo Y91 Y93 Y95 Original Camera Belakang Lens","Rp8.600","2,3RB Terjual"
"1713627386-1066","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Switch Tombol On Off Power Besar Big Original Volume Button","Rp2.700","3RB Terjual"
"1713627386-1067","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Buzer Redmi 5A Xiaomi Original Buzzer Speaker Dering Musik","Rp8.600","1,4RB Terjual"
"1713627386-1068","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charging Sm5714 Samsung A51 Original New Tested Cas Sm 5714 Power","Rp36.600","587 Terjual"
"1713627386-1069","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Buzer Xiaomi Redmi 4A Original Buzzer Loudspeaket","Rp8.600","775 Terjual"
"1713627386-1070","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai Redmi 5 Plus Xiaomi Socket Battery Connector Batere","Rp15.500","112 Terjual"
"1713627386-1071","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tombol Luar On Off Redmi 7 Original Volume Power Button Outside Xiaomi","Rp14.400","199 Terjual"
"1713627386-1072","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas HJ Samsung A30 Original New Tested Charging Ces","Rp26.600","62 Terjual"
"1713627386-1073","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Speaker Redmi Note 7 Xiaomi Original Speaker Telepon","Rp15.500","66 Terjual"
"1713627386-1074","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas M6 Meizu Connector Charger Papan Ces Board Ui Fleksibel Flexible","Rp24.400","43 Terjual"
"1713627386-1075","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power PM886EAD J110 J1 Original New Tested Samsung PM886","Rp33.200","30 Terjual"
"1713627386-1076","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Y30 Vivo Kaca Touchscreen LCD Layar Sentuh","Rp18.600","179 Terjual"
"1713627386-1077","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power MT6358W Oppo A79 Meizu Pro 7 Original New MT6358 6358W","Rp84.400","641 Terjual"
"1713627386-1078","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC PA 77367-1 lph X Original New Tested 77367","Rp36.300","212 Terjual"
"1713627386-1079","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Realme 6 Pro Kaca Touchscreen LCD Layar Sentuh","Rp18.600","129 Terjual"
"1713627386-1080","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power MT6176V Original New Tested MT 6176V","Rp23.600","95 Terjual"
"1713627386-1081","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tempered Redmi Note 5 Pro Xiaomi Bening Pelindung Layar Screen Guard Clear","Rp8.600","57 Terjual"
"1713627386-1082","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Y91 Y93 Y95 Vivo Connector Charger Original Flexible","Rp11.600","116 Terjual"
"1713627386-1083","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC LK Lampu A3S Display Light Original Oppo A5 A7 Display","Rp13.600","1,5RB Terjual"
"1713627386-1084","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Y91 Y93 Y95 Vivo Lensa Camera Belakang Lens Ori","Rp8.600","676 Terjual"
"1713627386-1085","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas S2mu004x Samsung A320 S2mu004x-c Charging","Rp43.600","372 Terjual"
"1713627386-1086","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca A51 Samsung Kaca Touchscreen LCD Layar Sentuh","Rp18.600","200 Terjual"
"1713627386-1087","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera A20S Samsung Original Lensa Camera Lens","Rp15.600","427 Terjual"
"1713627386-1088","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Audio Speaker 8738 Redmi 3S 4X Xiaomi Original Tested New","Rp15.600","52 Terjual"
"1713627386-1089","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Aja N7000 Original Connector Charger","Rp1.200","142 Terjual"
"1713627386-1090","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Redmi Note 10 4G 10S Flex Sub Fleksibel Main Flex Xiaomi","Rp26.200","596 Terjual"
"1713627386-1091","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Samsung A20 A205 Lensa Original Lens Camera Belakang","Rp9.300","113 Terjual"
"1713627386-1092","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Audio Sma1301 Samsung A10 S10 Original New Tested SMA 1301","Rp34.300","464 Terjual"
"1713627386-1093","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Lensa Kamera Redmi 9A Xiaomi Original Lens Camera Lense","Rp8.600","213 Terjual"
"1713627386-1094","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas A33 5G A336B Samsung Fast Charging Flexible Konektor Ui Board","Rp133.600","100 Terjual"
"1713627386-1095","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power Sc2723G2 Original Tested Samsung Sc 2723G2","Rp38.300","83 Terjual"
"1713627386-1096","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Vivo V11 Kaca Touchscreen LCD Layar Sentuh","Rp18.600","71 Terjual"
"1713627386-1097","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Obeng Plus + 1.5 Buat Buka Baut Murah","Rp12.200","310 Terjual"
"1713627386-1098","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC RF 7215M-41 Realme C2 A1K Original New Tested 7215M 41","Rp18.600","1,1RB Terjual"
"1713627386-1099","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Papan Cas Redmi Note 8 Board Connector Charger Xiaomi Flexible Charging Fleksibel Flex","Rp28.600","131 Terjual"
"1713627386-1100","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Iphone 6 6G Lensa Ring Lens Camera Belakang","Rp11.500","416 Terjual"
"1713627386-1101","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Oppo A7 Kaca Touchscreen LCD Layar Sentuh","Rp18.600","85 Terjual"
"1713627386-1102","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Lampu GR Oppo F5 F7 Original New Tested 15 Pin Light Display Y51","Rp25.500","208 Terjual"
"1713627386-1103","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off A6000 Lenovo Tombol Volume Power Original Switch Flex","Rp9.600","113 Terjual"
"1713627386-1104","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Audio Alc5665 Samsung A50 Original New Tested Alc 5665","Rp43.600","289 Terjual"
"1713627386-1105","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC PA 77912-61 7791261 77912 Original New Tested Xiaomi Sinyal RF","Rp18.600","644 Terjual"
"1713627386-1106","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Oppo A12 Kaca Touchscreen LCD Layar Sentuh","Rp18.600","248 Terjual"
"1713627386-1107","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Wifi BCM43455HKU8G Samsung J7 Pro Original New Tested BCM43455 Bcm43455hkubg","Rp38.100","124 Terjual"
"1713627386-1108","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Realme C15 Original Lensa Camera Belakang Lens","Rp14.600","141 Terjual"
"1713627386-1109","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Tombol On Off Redmi 4A Xiaomi Original Power Volume Switch","Rp8.600","251 Terjual"
"1713627386-1110","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca X657 X657C Smart 5 Infinix Kaca Touchscreen LCD Layar Sentuh Touch","Rp20.800","158 Terjual"
"1713627386-1111","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas Sm5414W Oppo A5S Original New Tested Charger Charging Sm 5414W Ces","Rp25.200","716 Terjual"
"1713627386-1112","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Redmi Note 8 Xiaomi Kaca Touchscreen LCD Layar Sentuh","Rp18.600","212 Terjual"
"1713627386-1113","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Baseband Sr3593s Original New Tested SR 3593S","Rp23.600","272 Terjual"
"1713627386-1114","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Vibrate Getar Xiaomi Redmi Note 5 Pro Original Cabutan","Rp56.500","196 Terjual"
"1713627386-1115","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Sdr735 Oppo A73 Samsung A52 Sdr 735 001 Original New Tested","Rp38.300","150 Terjual"
"1713627386-1116","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor LCD Redmi 10 Prime Original Socket Connector Layar Di Mesin Xiaomi","Rp22.100","86 Terjual"
"1713627386-1117","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Oppo A1K Original Switch Tombol Button","Rp7.600","162 Terjual"
"1713627386-1118","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Ic Cas Small NX Q2101 CN lp 7g 7 Plus Original New tested Charging","Rp23.700","50 Terjual"
"1713627386-1119","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Baseband MT6190MV X3 GT MT6190 RF Mediatek MV MT 5190","Rp36.600","110 Terjual"
"1713627386-1120","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Audio SIA8109 Oppo A54 Sla8109 SlA 8109","Rp46.600","44 Terjual"
"1713627386-1121","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tempered Glass Redmi Note 10 10S Anti Gores Bening Pelindung Layar Xiaomi Screen Guard","Rp8.600","78 Terjual"
"1713627386-1122","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Papan Cas A21s A217 Samsung Flex Charging Fleksibel Konektor Flexibel Ui Boars","Rp53.300","15 Terjual"
"1713627386-1123","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charger U2 lph 1610A2 Cas Charging 6 Plus","Rp25.500","150 Terjual"
"1713627386-1124","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tempered Glass Redmi 9A Bening Pelindung Layar Screen Guard Clear","Rp8.600","21 Terjual"
"1713627386-1125","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power S537 Samsung A50","Rp44.600","113 Terjual"
"1713627386-1126","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Qm 56022 Oppo F7 F9 F11 Original New Tested Qorvo qm56022 PA RF","Rp27.700","435 Terjual"
"1713627386-1127","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Wifi Wcn3950 Original New Tested Qualcomm WCN 3950 004","Rp58.600","105 Terjual"
"1713627386-1128","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power MT6359VNP Vivo V21 Original New Tested MT 6359VNP","Rp95.500","15 Terjual"
"1713627386-1129","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC PA 77367-2 Original New 77367","Rp28.600","91 Terjual"
"1713627386-1130","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Audio Cs47L93 Samsung S8 Original New Tested","Rp36.200","43 Terjual"
"1713627386-1131","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC AP6716M-61 RF Original New Tested 6716M-61","Rp44.300","80 Terjual"
"1713627386-1132","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC CPU SM6115 200-AA Poco M3 Original New Tested SM6115-200AA SM 6115","Rp244.200","28 Terjual"
"1713627386-1133","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tempered Glass Oppo F9 Bening Pelindung Layar Screen Guard Clear","Rp8.600","20 Terjual"
"1713627386-1134","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas X687B Infinix Zero 8 Flexible Charging X687 Board Charger Ces","Rp28.600","83 Terjual"
"1713627386-1135","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Mi 11 Lite Xiaomi Original Lensa Camera Bawaan Lens Lense","Rp11.600","19 Terjual"
"1713627386-1136","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cpu Msm8917 9AA Original New Tested","Rp133.500","25 Terjual"
"1713627386-1137","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Realme 7i Kaca Touchscreen LCD Layar Sentuh","Rp18.600","139 Terjual"
"1713627386-1138","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power PM8841 Mi4 Original New Tested PM 8841 Xiaomi","Rp18.600","13 Terjual"
"1713627386-1139","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera A31 Oppo Original Lensa Camera Lens","Rp12.300","40 Terjual"
"1713627386-1140","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Pa 77649-11 Samsung J700 Original New Tested 7764911","Rp33.200","11 Terjual"
"1713627386-1141","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power S555 Samsung Galaxy S8 S 555","Rp36.300","147 Terjual"
"1713627386-1142","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Camera 80d","Rp23.500","34 Terjual"
"1713627386-1143","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power Max77849Ewb Max77849 77849","Rp28.300","12 Terjual"
"1713627386-1144","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charger Et9552 Xiaomi Mi10 Mi 10 Charging Cas","Rp26.600","30 Terjual"
"1713627386-1145","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Bga Cetakan Sdm 636 660 Amaoe Original Jepang Kualitas Terbaik Dunia","Rp52.200","106 Terjual"
"1713627386-1146","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Lampu 3642 Oppo A9 Original New Tested Display Light","Rp35.600","15 Terjual"
"1713627386-1147","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charger Samsung SM5701 Original J100 New Tested SM 5701","Rp16.500","14 Terjual"
"1713627386-1148","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC PA 77633-11 Samsung J7 J710 Original New Tested","Rp25.600","12 Terjual"
"1713627386-1149","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Redmi Note 7 Lensa Camera Original Xiaomi Lens Belakang Lense","Rp8.600","3,8RB Terjual"
"1713627386-1150","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Tombol On Off Redmi Note 5A Original Xiaomi Fleksibel Power Volume","Rp8.400","355 Terjual"
"1713627386-1151","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power PM6150-002 Original New Tested PM6150 002","Rp83.500","229 Terjual"
"1713627386-1152","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC PA 77656-11 A30 A50 A21S M30 Samsung Original New Tested Sinyal 7765611","Rp46.600","1,9RB Terjual"
"1713627386-1153","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power PM8940 Original New Tested Redmi 4X PM 8940","Rp21.600","726 Terjual"
"1713627386-1154","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Iphone 6+ 6 Plus Lensa Ring Camera Lens","Rp12.500","177 Terjual"
"1713627386-1155","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power PM660L Redmi Note 5 Original New Tested Xiaomi","Rp65.300","858 Terjual"
"1713627386-1156","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Display S2D0S03 Samsung S7 S8 Lampu Light","Rp25.500","251 Terjual"
"1713627386-1157","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Mi10T Pro Xiaomi Mi 10T Pro Lensa Camera Lens Belakang","Rp14.300","134 Terjual"
"1713627386-1158","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tempered Glass Vivo Y12 Y15 Y17 Bening Pelindung Layar Screen Guard Clear","Rp8.600","101 Terjual"
"1713627386-1159","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Ip0ne XS Max Tanpa Ring Original Lensa Camera Lens","Rp11.600","151 Terjual"
"1713627386-1160","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Redmi Note 7 Xiaomi Kaca Touchscreen LCD Layar Sentuh","Rp18.600","168 Terjual"
"1713627386-1161","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Display Sm3010 Samsung S10 Plus Original New Tested SM 3010","Rp33.200","387 Terjual"
"1713627386-1162","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Poco X3 Pro Fleksibel Flex Sub Main Penghubung","Rp26.600","134 Terjual"
"1713627386-1163","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca X687 Infinix Zero 8 Kaca Touchscreen LCD Layar Sentuh Touch","Rp18.600","154 Terjual"
"1713627386-1164","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat BGA OV3 Cetakan Amaoe Original Bahan Jepang MT6771V MT6763V SDM660","Rp48.600","42 Terjual"
"1713627386-1165","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Display 98611 Samsung Grand 3 J7 Prime Original New Tested Light","Rp33.600","478 Terjual"
"1713627386-1166","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC RF5422 Sinyal Redmi 3S Redmi 4A Xiaomi Original New PA RF 5422","Rp23.600","663 Terjual"
"1713627386-1167","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Pa 051 Original New Tested PA051","Rp35.500","74 Terjual"
"1713627386-1168","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power Sc2723M Samsung Sc 2723M","Rp23.200","164 Terjual"
"1713627386-1169","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tombol Luar Oppo A37 On Off Volume Switch Power","Rp11.600","416 Terjual"
"1713627386-1170","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Samsung A31 A315F Flex Mainboard Sub Main Fleksibel","Rp28.600","101 Terjual"
"1713627386-1171","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas Max98506 Samsung S7 Original Tested 98506BEWV Charging Charger","Rp24.200","187 Terjual"
"1713627386-1172","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Headset Redmi Note 3 4X Original New Tested Xiaomi Connector Jack","Rp18.500","260 Terjual"
"1713627386-1173","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Socket Connector ON OFF Redmi 6 6A Original Xiaomi Soket Power Volume","Rp14.400","65 Terjual"
"1713627386-1174","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca A12 A125F A125 Samsung Touchscreen LCD Depan Touch Layar Sentuh","Rp18.600","163 Terjual"
"1713627386-1175","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca J701 Samsung Kaca Lcd Touchscreen Layar Sentuh J7 Core Touch Depan J701F","Rp18.600","34 Terjual"
"1713627386-1176","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power Pm670 Oppo R17 X23 Original New Tested PM 670","Rp63.600","249 Terjual"
"1713627386-1177","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Cas X688 Infinix Hot 10 Play Flex Papan Konektor Flexibel Charging Ces Board Charger Fleksibel","Rp34.200","147 Terjual"
"1713627386-1178","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tempered Glass Z1 Pro Vivo Bening Pelindung Layar Screen Guard Clear","Rp8.600","33 Terjual"
"1713627386-1179","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor LCD Redmi 8A 8 Original Socket Connector Layar Xiaomi","Rp18.600","88 Terjual"
"1713627386-1180","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera A51 Samsung Original Lensa Camera Belakang Lens","Rp12.600","365 Terjual"
"1713627386-1181","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Vivo Y20 Y20S Original Lensa Camera Belakang Lens","Rp11.200","356 Terjual"
"1713627386-1182","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kawat Pemisah Lcd 0.08 MM Original Benang Pelepas Lcd Touch","Rp22.500","166 Terjual"
"1713627386-1183","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Lampu D9 Original Oppo A39 Tested","Rp28.500","266 Terjual"
"1713627386-1184","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC RF WTR4905 1vv Original New Tested Sinyal PA","Rp28.600","466 Terjual"
"1713627386-1185","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Cas Aja i8262 Samsung Connector Ces","Rp1.300","614 Terjual"
"1713627386-1186","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Poco M3 X3 Pro Kaca Lcd Touchscreen Layar Sentuh Depan Touch","Rp18.600","201 Terjual"
"1713627386-1187","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC PA 77645-21 Vivo V19 Y20 Original New Tested 7764521","Rp36.600","171 Terjual"
"1713627386-1188","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Display TPS65132a0 Original New Tested A37 F1S Lampu Tps 65132a0 65132AO","Rp15.500","734 Terjual"
"1713627386-1189","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Smart 5 Infinix X657 Original Flex Volume Switch Power","Rp11.200","47 Terjual"
"1713627386-1190","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Realme C31 Lensa Camera Lens Belakang Lense","Rp14.400","45 Terjual"
"1713627386-1191","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera A01 Core Samsung Original Lensa Camera Belakang Lens","Rp9.300","25 Terjual"
"1713627386-1192","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Rf Wtr1605L WTR 1605L","Rp18.600","36 Terjual"
"1713627386-1193","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tombol Luar On Off Y91 Y93 Vivo Original Volume Power Button Outside","Rp11.600","79 Terjual"
"1713627386-1194","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Cas Realme 5i Board Charging Flex Papan Charger Fleksibel Ces","Rp24.400","36 Terjual"
"1713627386-1195","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Papan Cas Redmi 5 Xiaomi Connector Charger Board Pcb Flex Charging","Rp12.200","36 Terjual"
"1713627386-1196","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera A52 A92 Oppo Original Lensa Camera Lens Lense","Rp11.400","64 Terjual"
"1713627386-1197","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Papan Cas Redmi S2 Charger Connector Xiaomi Konektor Cas Board Ces","Rp18.600","51 Terjual"
"1713627386-1198","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Headset Redmi 6A 5 Plus Jack Handsfree Original Tested Xiaomi Connector","Rp17.600","75 Terjual"
"1713627386-1199","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC U2 Cas 1610a3 6S Plus 161OA3 Original New Tested Charging Charger","Rp38.200","539 Terjual"
